venue_id,venue_name,latitude,longitude,rating,review_count,address,phone,category
660,Five Guys,37.64487591393268,-122.4529702,3.2,272,"2278 Westborough Blvd South San Francisco, CA 94080",16502449900,"burgers, sandwiches"
667,Focaccia Market & Bakery,37.66603174201334,-122.398173,3.3,38,"1 Tower Pl South San Francisco, CA 94080",16502674233,breakfast_brunch
672,Forest Lane Park,37.63330719836636,-122.4169097,2,1,"933 Easton Ave San Bruno, CA 94066",,"parks, neighborhood park, playground, green space, outdoor recreation, San Bruno, Nature, Family Fun"
674,Forever Fine Art,37.65751648,-122.4384766,0,0,"2 Del Paso Dr South San Francisco, CA 94080",16505883999,galleries
675,"Fort McKinley Restaurant, Bar & Banquet",37.64140084,-122.4251996,3.4,562,"101 Brentwood Dr South San Francisco, CA 94080",16508712222,"bars, danceclubs, lounges, nightlife"
676,Foundry & Lux,37.663653357130656,-122.3944007,3.7,296,"151 Oyster Point Blvd South San Francisco, CA 94080",16508663924,"bars, newamerican, nightlife, venues"
678,Francisco Terrace Playlot,37.6449814,-122.4226608,0,0,"S Spruce Ave & Terrace Dr South San Francisco, CA 94080",,playgrounds
741,FullGrip Barbell,37.648539,-122.4108446,4.9,45,"1387 Lowrie Ave South San Francisco, CA 94080",14157130067,fitness
743,Garden Grille & Bar,37.65763,-122.39746,0,0,"670 Gateway Blvd South San Francisco, CA 94080",16508721515,cocktailbars
744,Genencafe B24/25,37.65639114,-122.3848801,4.4,5,"501 Grandview Dr South San Francisco, CA 94080",,cafes
745,GenenCafe B32,37.655393536739695,-122.3825886,3,1,"1511 Grandview Dr South San Francisco, CA 94080",,cafes
746,Genentech Cafeteria,37.6580048,-122.3990402,2.1,10,"651 Gateway Blvd South San Francisco, CA 94080",,cafes
747,Genentech Coffee House,37.65485412,-122.3822754,4.1,7,"1531 Grandview Dr South San Francisco, CA 94080",,"desserts, icecream"
753,Gintei,37.618545,-122.40979,4.1,544,"235 El Camino Real San Bruno, CA 94066",16506364135," japanese, livemusic,restaurants, Japanese restaurant, sushi, sashimi, casual dining, San Bruno"
754,Giusto's Specialty Foods,37.64803223,-122.3943526,4.3,6,"344 Littlefield Ave South San Francisco, CA 94080",16508736566,bakeries
757,Goldilocks,37.64548035,-122.4514997,2.6,201,"2268 Westborough Blvd Ste 306 South San Francisco, CA 94080",16508730565,bakeries
758,Gourmet Xpress,37.64372,-122.39929,0,0,"360 Harbor Way South San Francisco, CA 94030",16506926335,desserts
760,Gourmonade,37.65551853979163,-122.4220699,4.5,2,"South San Francisco, CA 94080",14159672411,juicebars
761,Grand HotPot,37.65068,-122.49185,4.1,612,"452 Manor Plz Pacifica, CA 94044",16507355189,karaoke
762,Grand Leader Market,37.62668,-122.41101,4.6,181,"600 San Mateo Ave San Bruno, CA 94066",16505892928,"grocery store, international foods, fresh produce, local market, San Bruno, shopping"
763,Grand Palace Restaurant,37.655179,-122.411585,3.5,1029,"359 Grand Ave South San Francisco, CA 94080",16508721000,"chinese, seafood"
765,Grapeholic,37.598061,-122.386405,4.2,208,"102 S El Camino Real Millbrae, CA 94030",16502312682,coffee
767,Green Hills Country Club,37.60331,-122.40972,4.1,37,"500 Ludeman Ln Millbrae, CA 94030",16505884616,"arts, venues"
768,Green Hills Park,37.6074214,-122.4018403,4,2,"Magnolia Ave And Ludeman Ln Millbrae, CA 94030",16502592334,parks
770,Grill & Vine,37.6041488,-122.375993,3.5,108,"1 Old Bayshore Hwy Millbrae, CA 94030",16508728141,newamerican
771,Grill City,37.64365557430845,-122.4636314,2.1,123,"3573 Callan Blvd South San Francisco, CA 94080",16502436100,bbq
776,Grill Kebabs and Gyros,37.6554849,-122.4121851,4.6,183,"385 Grand Ave South San Francisco, CA 94080",16506364532,"greek, livemusic, mediterranean,  restaurants, smoothies"
779,Grundy Park,37.62191375643105,-122.4217635,4.2,6,"567 El Camino Real San Bruno, CA 94066",,"parks, community park, sports courts, playground, picnic area, San Bruno, nature, family fun"
782,Guapas Mexican Grill,37.662621,-122.396777,4,86,"101 Oyster Point Blvd Ste 106 South San Francisco, CA 94080",16507458042,mexican
831,Guero‚Äôs Taqueria,37.65298644,-122.4181104,4.4,20,"781 Tennis Dr South San Francisco, CA 94080",16509950758,mexican
833,Gunter's Restaurant,37.65549,-122.43598,3.5,436,"1057 El Camino Real South San Francisco, CA 94080",16507611825,breakfast_brunch
834,Gymtowne Gymnastics Ssf,37.64769,-122.39753,4,98,"239 Utah Ave South San Francisco, CA 94080",16505893733,fitness
836,HA Tea Handmade,37.599493,-122.389324,3.4,187,"153 El Camino Real Millbrae, CA 94030",16502318041,"bubbletea, juicebars"
837,Habit Burger & Grill,37.596446,-122.386416,2.8,86,"143 S. El Camino Real Millbrae, CA 94030",16506890180,burgers
842,Han Sang,37.602,-122.39275,4.2,401,"420 Broadway Millbrae, CA 94030",16504196018,korean
844,Hana Hawaiian Barbeque,37.62405577749558,-122.4111082,4.3,465,"482 San Mateo Ave San Bruno, CA 94066",16506348788,"bbq, Hawaiian BBQ, plate lunch, island-style cuisine, casual dining, San Bruno"
846,Hana Izumi,37.60119219510378,-122.390924,4.8,144,"293 El Camino Real Millbrae, CA 94030",16503023012,japanese
849,Hana's Cafe & Deli,37.665258,-122.382743,3.9,44,"400 Oyster Point Blvd Fl 1 South San Francisco, CA 94080",16505898514,"cafes, sandwiches"
850,Hana's Cafe Extension,37.66555802848941,-122.3825442,0,0,"400 Oyster Point South San Francisco, CA 94080",16505898514,mediterranean
851,Hapa Bistro,37.612718,-122.403077,4.6,29,"1590 El Camino Real San Bruno, CA 94066",16508730300,"french, Asian fusion, bistro-style dining, craft cocktails, modern decor, San Bruno, nightlife"
863,Happy Picasso,37.59781213,-122.3854604,5,15,"120 S El Camino Real Unit 15 Millbrae, CA 94030",14156048710,artclasses
870,Haramochi Donuts,37.655519,-122.42207,4.8,25,"South San Francisco, CA 94080",16504574354,donuts
872,Hashes & Brews,37.62624,-122.42623,3.8,600,"811 Cherry Ave San Bruno, CA 94066",16509523189,"bars, breakfast & brunch, American food, casual cafe, hash dishes, San Bruno"
879,Hawi Hawaiian BBQ,37.65495682,-122.4105682,4,285,"307 Grand Ave South San Francisco, CA 94080",16508663328,bbq
882,Herman park,37.635451282738416,-122.4133785,2,1,"163 Diamond St San Bruno, CA 94066",,"parks, neighborhood park, green space, picnic benches, local playground, San Bruno, Nature, Family Fun"
883,Hidden Spot - South San Francisco,37.65509,-122.41039,4.7,739,"303 Grand Ave South San Francisco, CA 94080",16508724484,"bars, burgers, restaurants, sandwiches"
890,Hidden Tap and Barrel,37.65551,-122.41309,0,0,"415 Grand Ave South San Francisco, CA 94080",16505024111,cocktailbars
892,Hilton Garden Inn San Francisco Airport North,37.65739973695436,-122.3978976,3.6,219,"670 Gateway Blvd South San Francisco, CA 94080",16508721515,venues
898,Hing Lung,37.63917953594149,-122.4212574,3.4,362,"1230 El Camino Real Ste P San Bruno, CA 94066",16508733088,"chinese, Chinese BBQ, roast duck, traditional Cantonese, takeout spot, San Bruno"
908,Hing Lung Cafe,37.6551503,-122.4110194,3.7,236,"331 Grand Ave South San Francisco, CA 94080",16507631668,"bbq, chinese"
966,Hip Hop Bbq Shack,37.618473,-122.409758,4.2,91,"223 El Camino Real San Bruno, CA 94066",16508263406,"bbq, desserts, BBQ, soul food, hip hop theme, ribs and brisket, casual eats, San Bruno"
967,Hiyaaa!,37.65683,-122.41435,3.2,149,"South San Francisco, CA 94080",16503336052,korean
968,HKR Andy's Restaurant,37.66552900634661,-122.4523744,3.2,455,"121 Hickey Blvd South San Francisco, CA 94080",16507631238,chinese
969,HL Peninsula Restaurant,37.6569515,-122.4057682,3.2,729,"608 Dubuque Ave South San Francisco, CA 94080",16506168168,"chinese, seafood"
971,Holiday Inn Express San Francisco-Airport North,37.64432562274569,-122.4039909,2.4,166,"373 S Airport Blvd South San Francisco, CA 94080",16505890600,venues
972,Hometown Bowl,37.643042,-122.426124,3.7,237,"130 Northwood Dr South San Francisco, CA 94080",16507631643,bowling
973,Hometown Heroes,37.6550735,-122.4103483,4,284,"303 Grand Ave South San Francisco, CA 94080",16508724484,"bars, cocktailbars, nightlife"
974,Hookt doughnuts,37.65365626,-122.4197083,3.6,14,"South San Francisco, CA 94080",14158906577,donuts
976,Hubei Restaurant,37.60607,-122.3977367,4.1,227,"1055 El Camino Real Millbrae, CA 94030",16506928858,chinese
977,Hula Halau 'O Makalapua Marama Te Mafatu Nui,37.6220851,-122.4111351,4.9,19,"426 San Mateo Ave San Bruno, CA 94066",16502604852,"fitness, Polynesian dance, hula classes, cultural group, traditional performance, San Bruno"
978,Hula Hoops,37.644909,-122.452615,4.2,1813,"2278 Westborough Blvd Ste 203 South San Francisco, CA 94080",16509523255,"bars, restaurants, smoothies"
979,Hummus Hero,37.628304,-122.416674,1,1,"799 El Camino Real San Bruno, CA 94066",16508757482,"mediterranean, Mediterranean food, hummus bowls, vegetarian-friendly, casual dining"
980,Hung To Seafood Restaurant,37.64748383,-122.4191589,3.6,632,"221 S Spruce Ave South San Francisco, CA 94080",16508770828,"chinese, seafood"
981,Ice Cream Shop,37.65365626,-122.4197083,3,1,"South San Francisco, CA 94080",16505831996,icecream
986,Ichi Ramen,37.63882,-122.42177,2.6,252,"1230 El Camino Real Ste P San Bruno, CA 94066",16508733088,"japanese, ramen shop, Japanese noodles, cozy atmosphere, quick service"
987,Ichiban Sushi,37.62041578,-122.4105,3.1,264,"352 El Camino Real San Bruno, CA 94066",16508732268,"sushi, sushi rolls, sashimi, Japanese cuisine, casual spot"
995,Ichika Izakaya,37.625698061135004,-122.426595,4.5,217,"851 Cherry Ave Ste 34 San Bruno , CA 94066",16506364450,"Japanese tapas, yakitori, sake bar, evening hangout, japanese, livemusic, sushi"
997,IHOP,37.6253,-122.41388,2.4,221,"590 El Camino Real San Bruno, CA 94066",16505888344,"breakfast brunch, burgers, breakfast chain, pancakes, diner-style, family-friendly"
999,Ikon Roastery,37.641455,-122.41247,4.6,68,"220 S Linden Ave K1 south San Francisco, CA 94080",16508700447,coffee
1005,In-N-Out Burger,37.60080978708977,-122.382491,3.9,1065,"11 Rollins Rd Millbrae, CA 94030",18007861000,burgers
1015,Indaia Pao de Queijo,37.6235199,-122.4345779,5,1,"San Bruno, CA 94066",16506790952,"bakeries, Brazilian cheese bread, gluten-free snacks, local bakery"
1017,Inshallah Food Truck,37.66737,-122.38249,3.5,4,"395 Oyster Point South San Francisco, CA 94080",16502716848,mediterranean
1024,Iries Bites,37.65551853979163,-122.4220699,5,2,"South San Francisco, CA 94080",14152997671,desserts
1036,Isla Restaurant,37.62289,-122.41076,3.7,1047,"448 San Mateo Ave San Bruno, CA 94066",16508725008,"Filipino cuisine, seafood, upscale dining, modern twist"
1078,Island Huli,37.64241,-122.42621,5,1,"120 Hazelwood Dr South San Francisco, CA 94080",14083750269,seafood
1080,It's Just Wings,37.63041644096937,-122.4181895,0,0,"899 El Camino Real San Bruno, CA 94066",14692932636,"chicken wings, delivery only, ghost kitchen, sauces and fries"
1081,Italfoods,37.64188,-122.41069,0,0,"205 Shaw Rd South San Francisco, CA 94080",16508770724,italian
1082,Its Sugarlicious,37.59978541943447,-122.403043,5,10,"Millbrae, CA 94030",16505347772,desserts
1085,Izanami,37.6549187,-122.4098915,3.6,445,"257 Grand Ave South San Francisco, CA 94080",16506362267,"japanese, sushi"
1086,J&J Bakery,37.65563,-122.41067,3.1,189,"324 Grand Ave South San Francisco, CA 94080",16505882656,bakeries
1087,Jack Drago Park,37.65454164078461,-122.4035705,1.5,2,"East Grand Ave South San Francisco, CA 94080",,parks
1088,Jack in the Box,37.665938,-122.451504,2.4,126,"1695 El Camino Real South San Francisco, CA 94080",16509948245,burgers
1089,Jack's Restaurant & Bar,37.63399,-122.420218,3.9,1721,"1050 Admiral Ct Ste A San Bruno, CA 94066",16505892222,"bars, beerbar, American comfort food, brunch, cocktails, family-friendly bar breakfast_brunch, cocktailbars,  livemusic,  nightlife, party, restaurants"
1090,Jamba,37.62675966684732,-122.4255615,3,149,"851 Cherry Ave Ste 5 San Bruno, CA 94066",16509528963,"juicebars, smoothies, fresh juice, health drinks, quick service, San Bruno"
1099,JC Bruno Restaurant,37.62928,-122.4115769,4.2,225,"741 San Mateo Ave San Bruno, CA 94066",16502709023,"local diner, breakfast and lunch, homestyle meals, casual dining, San Bruno, newamerican, party, pizza, restaurants, seafood, smoothies"
1100,Jim Schmitz - Olympic Weightlifting,37.65551,-122.4122807,5,22,"387 Grand Ave Physique Magnifique South San Francisco, CA 94080",14156487231,fitness
1105,Jin Gege & Yao Yao,37.63881308389595,-122.4209415,3.8,49,"1212 El Camino Real Ste C&D San Bruno, CA 94066",16506364380,"bbq, chinese, Chinese skewer restaurant, spicy street food, hot pot skewers, San Bruno"
1106,Jinweide Lanzhou Beef Noodles,37.6012,-122.39176,4.1,216,"328 Broadway Millbrae, CA 94030",16506975188,chinese
1108,JoAnn's Cafe,37.656815,-122.437286,3.7,787,"1131 El Camino Real South San Francisco, CA 94080",16508722810,breakfast_brunch
1110,Joseph A. Fernekes Recreation Bldg,37.65455,-122.426388,5,4,"781 Tennis Dr South San Francisco, CA 94080",,venues
1112,Josephine Waugh - Soroptimist Park,37.59437397,-122.3979025,3,1,"1198 Chadbourne Ave Millbrae, CA 94030",,parks
1113,Junipero Serra Park,37.60916539291726,-122.4226242,4.3,69,"1801 Crystal Springs Rd San Bruno, CA 94066",16505895708,"parks, playgrounds, nature park, hiking trails, picnic spots, scenic views, San Bruno"
1114,K. Grill & Tofu House,37.62681,-122.41148,4.1,843,"617 San Mateo Ave San Bruno, CA 94066",16508733030,"Korean BBQ, tofu soup, grill-your-own, authentic cuisine, San Bruno, korean"
1128,K1 Speed,37.63947,-122.40419,3.2,653,"160 Beacon St South San Francisco, CA 94080",16507410215,venues
1219,Kailitas Creations,37.62392044067383,-122.4252167,0,0,"San Bruno, CA 94066",16502900150,"desserts, custom cakes, sweets, event desserts, local baker, San Bruno"
1220,Kaiser Permanente South San Francisco Cafeteria,37.65925,-122.4392,3.7,17,"1200 El Camino Real Fl 2 South San Francisco, CA 94080",,cafes
1221,Kamu Sushi,37.654909,-122.408235,3.9,688,"112 Grand Ave South San Francisco, CA 94080",16509522888,"japanese, sushi"
1222,Karen‚Äôs Cookie,37.626602,-122.417837,0,0,"San Bruno, CA 94066",14086948816,desserts
1223,Karilagan,37.6566533,-122.4371884,3.5,659,"1129 El Camino Real South San Francisco, CA 94080",16505894405,seafood
1224,Kava Bar,37.62708,-122.41102,4.6,87,"630 San Mateo Ave San Bruno, CA 94066",16503514370,"lounges, nightlife, tea, kava drinks, herbal bar, social lounge, alternative wellness, San Bruno"
1225,Kc and L Seafood,37.650199,-122.387641,0,0,"390 Swift Ave South San Francisco, CA 94080",16505898188,seafood
1226,Kevin‚Äôs Noodle House,37.65509,-122.4112,4.2,82,"337 Grand Ave South San Francisco, CA 94080",16503920135,"seafood, vietnamese"
1227,King Sun Buffet,37.64839216,-122.4043284,2,269,"245 S Airport Blvd South San Francisco, CA 94080",16507631817,bbq
1229,Kiss My Boba,37.61834798760752,-122.409672,3.9,163,"221 El Camino Real San Bruno, CA 94066",16504453533,"bubbletea, coffee, donuts, boba tea, bubble drinks, takeout beverages, San Bruno"
1231,Knafeh Kreations,37.626601750000006,-122.4178372,0,0,"San Bruno, CA 94066",14157062730,"desserts, Middle Eastern dessert, knafeh, sweet cheese pastry, specialty treats, San Bruno"
1232,Krispy Krunchy Chicken,37.660555,-122.4080348,3.4,26,"812 Linden Ave South San Francisco, CA 94080",16505837892,seafood
1233,L Drinks & Snacks,37.639391,-122.420976,4.3,3,"1230 El Camino Real Ste M San Bruno, CA 94066",,"cafes, juicebars, boba tea, fruit drinks, Asian snacks, takeout beverages, San Bruno"
1234,L&L Hawaiian Barbecue,37.639391,-122.420976,2.8,270,"1230 El Camino Real Ste Unit M&N San Bruno, CA 94066",16508737188,"bbq, Hawaiian BBQ, plate lunch, loco moco, fast casual dining, San Bruno"
1237,La Collina Italian Restaurant,37.60162354,-122.3916702,3.7,269,"355 El Camino Real Millbrae, CA 94030",16506529655,italian
1238,La Michoacanita Paleteria Y Neveria,37.6175,-122.408954,4.4,48,"197 El Camino Real San Bruno, CA 94066",16503335672,"icecream, Mexican ice cream, paletas, desserts, family-owned, San Bruno"
1240,La Nueva Perla,37.6571103,-122.408895,4,263,"222 Lux Ave South San Francisco, CA 94080",16507416696,mexican
1241,La Paloma,37.628243,-122.4114897,3.9,158,"699 San Mateo Ave San Bruno, CA 94066",16505830939,"mexican, Mexican food, taqueria, burritos and tacos, local eatery, San Bruno"
1242,La Petite Baleen Swim Schools,37.6223778,-122.4110216,3.5,201,"434 San Mateo Ave San Bruno, CA 94066",16507638982,"fitness, swim lessons, children’s swimming, indoor pool, water safety, San Bruno, Family Fun, Outdoor Activities"
1243,La Petite Camille,37.6,-122.38849,3.7,798,"170 El Camino Real Millbrae, CA 94030",16506924978,vietnamese
1244,La Salsa,37.63911924,-122.4212516,2.8,105,"1230 El Camino Real Ste Q San Bruno, CA 94066",16505889722,"mexican, Mexican grill, burritos and bowls, quick service, fresh ingredients, San Bruno"
1245,La Tapatia Mexicatessen,37.655495785883225,-122.4129906,4.2,863,"411 Grand Ave South San Francisco, CA 94080",16505895881,mexican
1246,La Torta Sabrosa,37.6559372,-122.4140849,3.6,154,"439 Grand Ave South San Francisco, CA 94080",16509522790,"mexican, sandwiches"
1247,La Ventana,37.65609421003072,-122.3914114,5,1,"460 Forbes Blvd South San Francisco, CA 94080",,cafes
1248,Lai Lai Restaurant,37.601245,-122.391936,3.8,485,"334 Broadway Millbrae, CA 94030",16506928898,chinese
1251,Laka ,37.60186,-122.39342,3.9,125,"447 Broadway Millbrae, CA 94030",16506517105,"breakfast_brunch, chinese"
1252,Lamas Peruvian Truck,37.66355,-122.37865,4.3,118,"95 Harbor Master Rd South San Francisco, CA 94080",16507979866,mexican
1253,Las Hijas Del Gallo Bakery,37.65867,-122.40926,4.5,242,"615 Linden Ave South San Francisco, CA 94080",16504603239,"bakeries, coffee"
1254,Layalena,37.6471049,-122.41009,4.4,7,"1429 San Mateo Ave South San Francisco, CA 94080",16508699534,"cocktailbars, mediterranean"
1255,Leo Moon Tarot,37.626601750000006,-122.4178372,0,0,"San Bruno, CA 94066",14156236364,"arts, tarot readings, spiritual guidance, intuitive services, San Bruno, culture"
1256,Leonardo's Italian Deli & Cafe,37.60319,-122.39444,4.2,283,"540 Broadway Millbrae, CA 94030",16506979779,"coffee, italian"
1258,Library | Parks and Recreation Center,37.76782,-122.39014,5,3,"901 Civic Campus Wy South San Francisco, CA 94080",16508778500,"parks, playgrounds"
1259,Light Touches,37.62392044,-122.4252167,5,10,"San Bruno, CA 94066",16507597577,"culture, massage therapy, wellness services, relaxation treatments, San Bruno"
1260,Lil' Loop Neighborhood Market,37.628738370192615,-122.4160775,0,0,"798 El Camino Real San Bruno, CA 94066",16505895764,"coffee, corner store, local convenience, snacks and essentials, San Bruno"
1262,Lily Spruce,37.6210696,-122.4297369,5,76,"San Bruno, CA 94066",14152656205,"wedding_planning, wedding planning, event coordination, personalized design, San Bruno"
1264,Lion Bill Mitchell Park,37.59771,-122.40861,3.8,4,"Tioga Dr Millbrae, CA 94030",,playgrounds
1268,Lions Field,37.62320552,-122.406503,3.7,3,"500 1st Ave San Bruno, CA 94066",,"parks, baseball field, youth sports, community park, outdoor recreation, nature, family"
1269,Little Caesars Pizza,37.6032129,-122.3960928,3.1,100,"660 Magnolia Ave Millbrae, CA 94030",16506927200,pizza
1278,Little Chengdu,37.60059762335828,-122.3902186,4.2,76,"213 El Camino Real Millbrae, CA 94030",16506517039,chinese
1284,Little Green Cyclo,37.648957,-122.4138977,3.1,389,"121 S Maple Ave Ste 13 South San Francisco, CA 94080",14153751657,vietnamese
1285,Little Lucca Specialty Sandwich Shop,37.65091,-122.43056,4.3,3816,"724 El Camino Real South San Francisco, CA 94080",16505898916,"botanicalgardens, eventspaces, livemusic, minigolf, party, restaurants, sandwiches, smoothies, socialclubs, sportsclubs"
1287,Little Saigon,37.65264,-122.4112,3.8,266,"7 Linden Ave South San Francisco, CA 94080",16505891398,vietnamese
1288,Little Vietnamese Bistro,37.62205,-122.41094,3.7,215,"422 San Mateo Ave San Bruno, CA 94066",16505022203,"vietnamese, pho, rice plates, Vietnamese cuisine, casual dining, San Bruno"
1289,Lo Nuestro Cafe,37.612591,-122.404033,0,0,"1601 El Camino Real Millbrae, CA 94030",16506693436,"cafes, desserts"
1292,Local Kitchens,37.62681361118622,-122.425534,4,150,"851 Cherry Ave Ste 2 San Bruno, CA 94066",14159928206,"burgers, livemusic, mexican,  restaurants, sandwiches, food hall, multiple vendors, variety of cuisines, modern concept"
1293,Longboard Bar And Venue,37.6326649,-122.4877678,4,122,"180 Eureka Sq Pacifica, CA 94044",16507337934,musicvenues
1294,Los Cuates Taqueria,37.6421199,-122.426565,4.2,273,"140 Hazelwood Dr South San Francisco, CA 94080",16507458203,mexican
1296,Los Metates,37.65673,-122.40904,3.9,120,"231 Lux Ave South San Francisco, CA 94080",16505894282,mexican
1300,Los Poblanitos,37.626601750000006,-122.4178372,4,1,"San Bruno, CA 94066",16509840392,"mexican, tacos, Mexican street food, small family-run taqueria, San Bruno"
1301,Lotus Falafel and Shawerma-San Bruno,37.62698021687039,-122.4114306,4.6,391,"629 San Mateo Ave San Bruno, CA 94066",16507630763,"mediterranean, Middle Eastern food, falafel, shawarma, casual halal, San Bruno"
1303,Love Burn,37.643,-122.426178,4.3,389,"130 Northwood Dr Hometown Bowl South San Francisco, CA 94080",16507631887,"botanicalgardens, eventspaces, livemusic, minigolf, party, restaurants, sandwiches, smoothies, socialclubs, sportsclubs"
1305,Lovey's Tea Shoppe,37.60942337787355,-122.4946374,4.4,330,"4430 Coast Hwy Pacifica, CA 94044",16503591245,tea
1306,Lucky,37.6403454,-122.42219,2.6,161,"1322 El Camino Real San Bruno, CA 94066",16507429733,"grocery store, supermarket, fresh produce, local chain, San Bruno"
1307,Mar Y Mar,37.62666687388289,-122.4111108,3.3,191,"602 San Mateo Ave San Bruno, CA 94066",16502250516,"bars, mexican, nightlife, seafood, Mexican seafood, ceviche, mariscos plates, casual dining, San Bruno"
1310,Marina Vista Park,37.610734,-122.394984,5,1,"Spruce Ave Bay St Millbrae, CA 94030",,parks
1312,Mariscos El Pariente,37.6169718,-122.4074698,4.7,142,"160 El Camino Real San Bruno, CA 94066",14152335175,"mexican, seafood, seafood restaurant, Mexican cuisine, fresh fish dishes, San Bruno"
1315,Marque Foods,37.647409,-122.393986,5,2,"322 Littlefield Ave South San Francisco, CA 94080",16505834114,"chocolate, desserts"
1317,Max's Restaurant - South San Francisco,37.65698,-122.43791,3,538,"1155 El Camino Real South San Francisco, CA 94080",16508726748,"breakfast_brunch, seafood"
1318,Maximum,37.621517,-122.41642,0,0,"1092 Jenevein Ave San Bruno, CA 94066",,"newamerican, nightclub, Latin music, nightlife venue, DJ events, San Bruno"
1319,Maya & Jonalyn's Kitchen,37.63081094,-122.437119,5,33,"San Bruno, CA 94066",14156366485,"desserts, Filipino food, homestyle cooking, breakfast and lunch, San Bruno"
1320,Mazra,37.62957,-122.41554,4.7,2300,"504 San Bruno Ave W San Bruno, CA 94066",16502259027,"bbq, Mediterranean food, shawarma, family-style dining, healthy meals, San Bruno"
1321,McDonald's,37.64398054,-122.4036431,2,213,"381 S Airport Blvd South San Francisco, CA 94080",16508716018,"burgers, coffee"
1322,McNee Ranch State Park,37.55981972,-122.5133514,4.5,92,"Montara, CA 94044",16507268819,hiking
1325,Me So Hungry Too,37.6430054,-122.4260113,4.4,43,"130 Northwood Dr South San Francisco, CA 94080",16503920126,burgers
1326,Me So Hungry Too Food Truck,37.654,-122.41307,4.1,65,"San Francisco, CA 94080",14155802869,burgers
1330,Meadows Park,37.60183948,-122.4170317,4,4,"Lynnwood Ln Millbrae, CA 94030",16502592334,parks
1331,Melendez Boxing and Personal Training,37.611343,-122.402,5,19,"1470 El Camino Real San Bruno, CA 94066",16503075502,"fitness, boxing gym, personal training, fitness classes, strength training, San Bruno, Outdoor Activities"
1340,Merck Cafe,37.65484,-122.39868,4,1,"213 E Grand Ave South San Francisco, CA 94080",,cafes
1341,Mijouri Sushi Bune,37.639617736692784,-122.4207209,3.4,298,"1230 El Camino Real Ste B San Bruno, CA 94066",16505830294,"japanese, sushi, Japanese restaurant, sushi train, traditional rolls, casual dining, San Bruno"
1342,Mike & Ken's Deli,37.6628696,-122.40166,4.5,240,"1031 Airport Blvd South San Francisco, CA 94080",16505883659,"breakfast_brunch, sandwiches"
1343,Milagra Ridge,37.63514,-122.47413,4.4,68,"641 Sharp Park Rd Pacifica, CA 94044",14155614700,hiking
1345,Milk Tea Lab,37.6492971,-122.4296926,4.1,319,"630 El Camino Real South San Francisco, CA 94080",16507458612,bubbletea
1346,Millbrae Community Center,37.600282380510265,-122.4006321,4.8,5,"477 Lincoln Cir Millbrae, CA 94030",16502592360,"parks, playgrounds"
1347,Millbrae Karaoke House,37.60963,-122.400392,4,134,"1366 El Camino Real Millbrae, CA 94030",16505896070,karaoke
1348,Millbrae Kebabs And Gyros,37.6037387,-122.3957604,4.2,506,"675 Broadway Millbrae, CA 94030",16502318092,mediterranean
1349,Millbrae Pancake House,37.60842867342439,-122.4003122,3.9,3182,"1301 El Camino Real Millbrae, CA 94030",16505892080,breakfast_brunch
1350,Millbrae Skate Park,37.596231,-122.39152,4.4,5,"451 Millbrae Ave Millbrae, CA 94030",,parks
1351,Mills Estates Park,37.5870057,-122.3987669,3,1,"Sebastian Dr Millbrae, CA 94030",,parks
1352,Mimi Learning,37.612922,-122.4044847,4.5,19,"1635 El Camino Real Millbrae, CA 94030",16505576888,artclasses
1353,Minari,37.6229,-122.41156,4.3,213,"449 San Mateo Ave San Bruno, CA 94066",16505885559,"korean, Korean restaurant, authentic cuisine, tofu soup, BBQ platters, San Bruno"
1354,Modern Eats,37.60189464721353,-122.3927978,4.5,32,"414 Broadway Millbrae, CA 94030",16506975520,pizza
1355,Mollie Stone's,37.626435,-122.427117,3.1,253,"22 Bayhill Shopping Ctr San Bruno, CA 94066",16508738075,"coffee, grocery store, organic produce, deli counter, local chain, San Bruno"
1356,Mom's Tofu House,37.599717,-122.389337,3.7,242,"133 El Camino Real Millbrae, CA 94030",16502596430,"bbq, korean"
1357,Mom‚Äôs Tofu,37.65567107264459,-122.4131455,4.3,296,"415 Grand Ave South San Francisco, CA 94080",16503920960,"bbq, korean"
1358,Monte Verde Park,37.6249,-122.41461,3.5,4,"567 El Camino Real San Bruno, CA 94066",,"parks, public park, playground, green space, family-friendly, San Bruno, nature, family"
1359,Mori Point,37.62002104822368,-122.4985456,4.7,318,"775 Bradford Way Pacifica, CA 94044",14155614323,"beaches, hiking"
1360,Mosta Grove,37.59348421026549,-122.3959408,0,0,"935 Millbrae Ave Millbrae, CA 94030",,parks
1361,Mountain Mike's Pizza,37.609968,-122.401672,4.7,336,"1395 El Camino Real Millbrae, CA 94030",16505888550,pizza
1362,"Mr. Carey! -Ayurveda, Yoga & Thai Massage-",37.65365626,-122.4197083,4.6,122,"South San Francisco, CA 94080",14153147657,"fitness, yoga"
1363,MrBeast Burger,37.625303,-122.411584,0,0,"551 San Mateo Ave San Bruno, CA 94066",18772327898,"burgers, virtual kitchen, burgers and fries, online delivery only, San Bruno"
1364,Naan Point,37.62575,-122.426,4.6,337,"851 Cherry Ave Ste 6 San Bruno, CA 94066",16506364447,"ind pak, Indian food, curry, naan and tandoori, casual dining, San Bruno"
1365,Naked Fish - Millbrae,37.6046994,-122.3972595,3,484,"979 Broadway Ste 100 Millbrae, CA 94030",16506926288,"japanese, sushi"
